"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","date","RowId","y"
"55","admin.","married","high.school","no","no","yes","cellular","apr","wed","307","1","999","1","failure","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30033","no"
"54","technician","married","professional.course","no","yes","no","cellular","apr","wed","138","2","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30034","no"
"48","admin.","married","university.degree","no","yes","no","cellular","apr","wed","87","9","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30035","no"
"57","management","divorced","unknown","no","no","no","cellular","apr","wed","279","2","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30036","no"
"50","technician","divorced","basic.9y","no","yes","no","cellular","apr","wed","91","2","999","1","failure","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30037","no"
"25","admin.","single","high.school","no","yes","no","cellular","apr","wed","108","3","999","1","failure","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30038","no"
"61","retired","married","basic.4y","no","yes","no","cellular","apr","wed","245","4","999","1","failure","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30039","no"
"65","retired","married","university.degree","no","no","no","cellular","apr","wed","124","2","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30040","no"
"60","technician","married","professional.course","no","no","no","cellular","apr","wed","107","2","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30041","no"
"30","student","single","unknown","no","yes","no","cellular","apr","wed","176","1","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30042","no"
"39","admin.","married","university.degree","no","no","no","cellular","apr","wed","382","2","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30043","no"
"30","student","single","unknown","no","yes","no","cellular","apr","wed","116","4","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30044","no"
"52","blue-collar","married","basic.4y","no","yes","no","cellular","apr","wed","229","5","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30045","no"
"58","retired","single","professional.course","no","yes","no","cellular","apr","wed","1288","3","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30046","no"
"60","blue-collar","married","professional.course","no","yes","no","cellular","apr","wed","545","1","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30047","no"
"19","student","single","basic.4y","no","no","yes","cellular","apr","wed","371","2","999","0","nonexistent","-1.8","93.075","-47.1","1.405","5099.1","2017-04-10T10:00:00","30048","no"
"25","admin.","single","university.degree","no","yes","no","cellular","apr","thu","229","2","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30049","no"
"34","unknown","married","basic.4y","no","yes","no","cellular","apr","thu","328","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30050","no"
"62","self-employed","married","university.degree","no","yes","yes","telephone","apr","thu","164","4","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30051","no"
"53","retired","married","basic.9y","no","no","no","telephone","apr","thu","67","3","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30052","no"
"34","unknown","married","basic.4y","no","yes","no","cellular","apr","thu","477","2","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30053","no"
"34","unknown","married","basic.4y","no","yes","yes","cellular","apr","thu","94","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30054","no"
"61","admin.","married","university.degree","no","yes","yes","cellular","apr","thu","266","5","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30055","no"
"52","blue-collar","married","basic.6y","no","no","no","cellular","apr","thu","247","5","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30056","no"
"37","technician","single","high.school","no","yes","no","telephone","apr","thu","201","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30057","no"
"44","admin.","married","university.degree","no","no","no","cellular","apr","thu","172","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30058","no"
"35","technician","married","university.degree","no","no","no","cellular","apr","thu","270","2","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30059","no"
"50","admin.","married","university.degree","no","yes","yes","telephone","apr","thu","413","3","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30060","no"
"27","student","single","university.degree","no","no","no","telephone","apr","thu","141","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30061","no"
"38","technician","married","professional.course","no","yes","yes","cellular","apr","thu","117","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30062","no"
"42","technician","married","high.school","no","yes","no","cellular","apr","thu","163","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30063","no"
"33","self-employed","married","university.degree","no","no","no","telephone","apr","thu","155","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30064","no"
"43","admin.","married","university.degree","no","no","no","cellular","apr","thu","522","4","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30065","no"
"34","unknown","married","basic.4y","no","yes","yes","cellular","apr","thu","91","4","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30066","no"
"28","blue-collar","single","basic.9y","no","yes","no","cellular","apr","thu","106","3","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30067","no"
"28","blue-collar","single","basic.9y","no","yes","yes","cellular","apr","thu","333","2","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30068","no"
"26","student","single","high.school","no","yes","no","cellular","apr","thu","116","4","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30069","no"
"37","technician","single","high.school","no","yes","no","telephone","apr","thu","77","2","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30070","no"
"29","student","single","high.school","no","no","no","cellular","apr","thu","86","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30071","no"
"85","retired","married","basic.4y","no","yes","no","cellular","apr","thu","191","1","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30072","no"
"31","admin.","single","university.degree","no","no","no","cellular","apr","thu","115","16","999","0","nonexistent","-1.8","93.075","-47.1","1.406","5099.1","2017-04-10T10:00:00","30073","no"
"28","blue-collar","single","basic.9y","no","yes","no","cellular","apr","fri","65","2","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30074","no"
"30","technician","single","university.degree","no","yes","no","cellular","apr","fri","143","1","999","1","failure","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30075","no"
"50","admin.","married","university.degree","no","yes","no","cellular","apr","fri","160","1","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30076","no"
"36","admin.","married","high.school","no","no","no","cellular","apr","fri","78","2","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30077","no"
"85","retired","married","basic.4y","no","yes","no","cellular","apr","fri","117","2","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30078","no"
"80","blue-collar","married","high.school","no","no","no","cellular","apr","fri","105","6","999","3","failure","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30079","yes"
"64","retired","married","high.school","no","yes","no","cellular","apr","fri","111","1","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30080","yes"
"64","management","married","high.school","no","yes","no","cellular","apr","fri","693","2","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30081","no"
"27","student","single","university.degree","no","no","no","cellular","apr","fri","227","1","999","1","failure","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30082","no"
"38","technician","single","university.degree","no","no","no","cellular","apr","fri","202","5","999","1","failure","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30083","no"
"66","retired","married","professional.course","no","yes","yes","cellular","apr","fri","222","4","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30084","no"
"64","retired","married","university.degree","no","no","no","cellular","apr","fri","173","2","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30085","no"
"34","unknown","married","basic.4y","no","no","yes","cellular","apr","fri","83","2","999","0","nonexistent","-1.8","93.075","-47.1","1.4","5099.1","2017-04-10T10:00:00","30086","no"
"33","services","single","high.school","no","yes","no","cellular","apr","mon","44","3","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30087","no"
"71","retired","married","university.degree","no","yes","yes","telephone","apr","mon","89","12","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30088","no"
"38","admin.","married","university.degree","no","unknown","unknown","cellular","apr","mon","124","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30089","no"
"27","management","married","university.degree","no","no","no","cellular","apr","mon","54","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30090","no"
"36","management","married","university.degree","no","no","no","cellular","apr","mon","98","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30091","no"
"28","unemployed","single","high.school","no","no","no","cellular","apr","mon","97","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30092","no"
"28","blue-collar","single","basic.9y","no","no","no","cellular","apr","mon","218","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30093","no"
"28","blue-collar","single","basic.9y","no","no","no","cellular","apr","mon","107","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30094","no"
"64","retired","married","university.degree","no","no","no","telephone","apr","mon","227","3","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30095","no"
"27","admin.","single","university.degree","no","yes","no","cellular","apr","mon","148","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30096","no"
"27","management","married","university.degree","no","no","no","cellular","apr","mon","444","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30097","no"
"55","services","divorced","professional.course","no","no","no","cellular","apr","mon","88","1","999","1","failure","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30098","no"
"41","admin.","married","high.school","no","no","no","cellular","apr","mon","160","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30099","no"
"53","admin.","single","high.school","no","yes","no","cellular","apr","mon","167","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30100","no"
"38","admin.","divorced","university.degree","no","no","no","cellular","apr","mon","360","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30101","no"
"38","admin.","divorced","university.degree","no","no","no","cellular","apr","mon","62","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30102","no"
"85","retired","married","basic.4y","no","no","no","cellular","apr","mon","81","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30103","no"
"62","self-employed","married","university.degree","no","no","no","cellular","apr","mon","66","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30104","no"
"23","management","single","university.degree","no","yes","no","cellular","apr","mon","122","1","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30105","no"
"38","technician","married","professional.course","no","yes","no","cellular","apr","mon","90","2","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30106","no"
"34","unknown","married","basic.4y","no","no","no","telephone","apr","mon","151","3","999","0","nonexistent","-1.8","93.075","-47.1","1.392","5099.1","2017-04-10T10:00:00","30107","no"
"27","admin.","single","university.degree","no","yes","no","cellular","apr","tue","151","3","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30108","no"
"52","blue-collar","married","basic.6y","no","no","no","cellular","apr","tue","139","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30109","no"
"85","retired","married","basic.4y","no","no","no","cellular","apr","tue","165","3","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30110","no"
"61","retired","divorced","university.degree","no","yes","no","cellular","apr","tue","118","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30111","yes"
"38","admin.","divorced","university.degree","no","yes","no","cellular","apr","tue","177","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30112","no"
"38","services","married","high.school","no","no","no","cellular","apr","tue","186","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30113","no"
"61","technician","married","university.degree","no","no","no","cellular","apr","tue","50","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30114","no"
"23","management","single","university.degree","no","yes","no","cellular","apr","tue","56","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30115","no"
"31","admin.","single","university.degree","no","yes","no","cellular","apr","tue","101","2","999","0","nonexistent","-1.8","93.075","-47.1","1.384","5099.1","2017-04-10T10:00:00","30116","no"
"51","blue-collar","married","basic.6y","no","yes","no","cellular","apr","wed","89","2","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30117","no"
"33","admin.","single","high.school","no","yes","no","cellular","apr","wed","507","3","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30118","no"
"47","services","married","high.school","no","yes","no","cellular","apr","wed","636","2","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30119","no"
"33","admin.","single","high.school","no","yes","no","cellular","apr","wed","961","2","999","1","failure","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30120","no"
"30","technician","single","university.degree","no","no","no","cellular","apr","wed","80","5","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30121","no"
"53","admin.","single","high.school","no","yes","yes","telephone","apr","wed","75","3","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30122","no"
"69","retired","married","high.school","no","yes","no","cellular","apr","wed","153","4","999","1","failure","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30123","no"
"55","services","divorced","professional.course","no","yes","no","telephone","apr","wed","164","23","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30124","no"
"30","technician","single","university.degree","no","yes","no","telephone","apr","wed","169","8","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30125","no"
"52","management","divorced","professional.course","no","yes","no","cellular","apr","wed","85","7","999","0","nonexistent","-1.8","93.075","-47.1","1.372","5099.1","2017-04-10T10:00:00","30126","no"
"24","technician","single","university.degree","no","yes","no","cellular","apr","thu","170","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30127","no"
"31","management","single","university.degree","no","yes","no","cellular","apr","thu","211","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30128","no"
"24","technician","single","university.degree","no","yes","no","cellular","apr","thu","192","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30129","no"
"33","admin.","married","university.degree","no","no","no","cellular","apr","thu","179","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30130","no"
"35","admin.","single","university.degree","no","yes","yes","cellular","apr","thu","358","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30131","no"
"27","admin.","single","university.degree","no","no","no","cellular","apr","thu","523","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30132","no"
"79","retired","married","basic.9y","no","yes","no","cellular","apr","thu","510","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30133","yes"
"60","admin.","married","professional.course","no","yes","no","cellular","apr","thu","571","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30134","no"
"60","retired","married","high.school","no","no","no","cellular","apr","thu","400","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30135","no"
"58","retired","married","basic.4y","no","yes","no","cellular","apr","thu","185","1","2","1","success","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30136","no"
"39","technician","married","professional.course","no","yes","no","cellular","apr","thu","67","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30137","no"
"60","retired","divorced","professional.course","no","yes","no","cellular","apr","thu","968","1","5","2","failure","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30138","no"
"31","technician","single","university.degree","no","yes","no","cellular","apr","thu","701","1","5","1","success","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30139","no"
"39","technician","married","professional.course","no","yes","no","cellular","apr","thu","381","1","999","1","failure","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30140","no"
"28","admin.","single","high.school","no","no","no","cellular","apr","thu","571","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30141","yes"
"18","student","single","basic.4y","no","no","no","cellular","apr","thu","108","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30142","no"
"26","admin.","single","university.degree","no","yes","no","cellular","apr","thu","239","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30143","no"
"44","admin.","married","university.degree","no","no","no","cellular","apr","thu","109","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30144","no"
"55","admin.","married","unknown","no","yes","no","cellular","apr","thu","525","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30145","no"
"30","admin.","single","university.degree","no","no","no","cellular","apr","thu","224","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30146","yes"
"31","admin.","single","university.degree","no","yes","no","cellular","apr","thu","63","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30147","no"
"30","admin.","single","university.degree","no","no","no","cellular","apr","thu","662","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30148","yes"
"53","admin.","single","university.degree","no","no","no","cellular","apr","thu","494","1","2","1","success","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30149","no"
"46","admin.","married","high.school","no","no","no","cellular","apr","thu","243","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30150","no"
"46","management","married","university.degree","no","yes","no","cellular","apr","thu","364","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30151","no"
"39","services","married","high.school","no","yes","no","cellular","apr","thu","243","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30152","no"
"35","services","married","high.school","no","yes","no","cellular","apr","thu","412","1","5","1","success","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30153","no"
"31","admin.","single","university.degree","no","no","no","cellular","apr","thu","353","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30154","no"
"46","admin.","married","high.school","no","no","no","telephone","apr","thu","268","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30155","no"
"21","admin.","single","high.school","no","no","no","cellular","apr","thu","264","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30156","yes"
"60","admin.","married","high.school","no","unknown","unknown","cellular","apr","thu","208","1","2","1","success","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30157","no"
"40","admin.","married","university.degree","no","no","yes","cellular","apr","thu","499","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30158","no"
"51","services","married","basic.6y","no","no","no","cellular","apr","thu","407","1","2","1","success","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30159","no"
"45","management","married","university.degree","unknown","yes","no","cellular","apr","thu","220","1","999","0","nonexistent","-1.8","93.075","-47.1","1.365","5099.1","2017-04-10T10:00:00","30160","no"
